input,label
拨打爸爸177开头的电话,电话
拨打妈妈176开头的电话,电话
拨打老师173开头的电话,电话
拨打同事166开头的电话,电话
拨打客户158开头的电话,电话
拨打领导156开头的电话,电话
拨打同学153开头的电话,电话
拨打闺蜜135开头的电话,电话
拨打兄弟134开头的电话,电话
拨打尾号为8525的电话,电话
拨打尾号为1234的电话,电话
拨打尾号为5678的电话,电话
拨打尾号为9012的电话,电话
拨打尾号为3456的电话,电话
拨打尾号为7890的电话,电话
拨打尾号为2345的电话,电话
拨打尾号为6789的电话,电话
拨打尾号为1122的电话,电话
拨打尾号为3344的电话,电话
拨打尾号为5566的电话,电话
拨打尾号为7788的电话,电话
拨打尾号为9900的电话,电话
拨打尾号为1212的电话,电话
拨打尾号为3434的电话,电话
拨打尾号为5656的电话,电话
拨打尾号为7878的电话,电话
拨打尾号为9090的电话,电话
拨打尾号为2233的电话,电话
拨打尾号为4455的电话,电话
给张三尾号为8525的号码打电话,电话
给李四尾号为1234的号码打电话,电话
给王五尾号为5678的号码打电话,电话
给赵六尾号为9012的号码打电话,电话
给孙七尾号为3456的号码打电话,电话
给周八尾号为7890的号码打电话,电话
给吴九尾号为2345的号码打电话,电话
给郑十尾号为6789的号码打电话,电话
给小明尾号为1122的号码打电话,电话
给小红尾号为3344的号码打电话,电话
给爸爸尾号为5566的号码打电话,电话
给妈妈尾号为7788的号码打电话,电话
给老师尾号为9900的号码打电话,电话
给同事尾号为1212的号码打电话,电话
给客户尾号为3434的号码打电话,电话
给领导尾号为5656的号码打电话,电话
给同学尾号为7878的号码打电话,电话
给闺蜜尾号为9090的号码打电话,电话
给兄弟尾号为2233的号码打电话,电话
查看通讯录,电话
打开通讯录,电话
调出通讯录,电话
展示通讯录列表,电话
查看手机通讯录,电话
打开手机通讯录,电话
进入通讯录界面,电话
调取通讯录信息,电话
查看全部联系人,电话
打开联系人列表,电话
关闭通讯录,电话
收起通讯录,电话
退出通讯录界面,电话
关闭联系人页面,电话
隐藏通讯录列表,电话
关闭手机通讯录,电话
收起联系人界面,电话
退出通讯录页面,电话
打开未接电话,电话
查看未接来电,电话
调出未接电话记录,电话
查看最近未接通话,电话
打开未接来电列表,电话
关闭未接电话,电话
收起未接来电页面,电话
关闭未接通话记录,电话
退出未接电话界面,电话
隐藏未接来电列表,电话
查一下张三的号码,电话
查一下李四的手机号,电话
查询王五的联系电话,电话
查找赵六的电话号码,电话
看看孙七的手机号码,电话
查询周八的联系方式,电话
查找吴九的通话号码,电话
查看郑十的手机号,电话
查一下小明的电话,电话
查一下小红的联系方式,电话
查询爸爸的手机号码,电话
查找妈妈的联系电话,电话
看看老师的电话号码,电话
查询同事的手机号,电话
查找客户的联系号码,电话
查看领导的联系方式,电话
查询同学的电话号码,电话
查找闺蜜的手机号码,电话
中国移动号码是多少,电话
中国联通客服号码是多少,电话
中国电信客服号码是多少,电话
顺丰快递官方号码是多少,电话
美团外卖客服号码是多少,电话
京东售后客服号码是多少,电话
银行客服热线号码是多少,电话
物业联系号码是多少,电话
酒店前台号码是多少,电话
铁路客服号码是多少,电话
航空咨询号码是多少,电话
公交热线号码是多少,电话
报警电话是多少,电话
急救电话是多少,电话
火警电话是多少,电话
消费者投诉电话是多少,电话
政务服务热线号码是多少,电话
确认拨打电话,电话
确认本次拨号,电话
确认发起通话,电话
确认拨打该号码,电话
确认进行通话,电话
确定拨打电话,电话
确定拨号通话,电话
确认联系对方,电话
确认拨通号码,电话
确认发起拨号,电话
取消拨打电话,电话
取消本次拨号,电话
取消发起通话,电话
取消拨打该号码,电话
取消本次通话操作,电话
撤销拨号操作,电话
放弃拨打电话,电话
终止拨号流程,电话
退出拨号界面,电话
取消联系对方,电话
退出电话,电话
退出电话界面,电话
关闭电话页面,电话
退出拨号页面,电话
关闭电话功能,电话
退出通话界面,电话
关闭拨号界面,电话
退出手机电话,电话
关闭通话页面,电话
退出拨号功能,电话
帮我随便拨个号码,电话
发起无指定对象通话,电话
进行无目标拨号,电话
拨打亲戚的电话,电话
拨打朋友的手机号,电话
拨打家人的联系电话,电话
拨打工作伙伴的电话,电话
拨打合作客户的手机号,电话
拨打学校老师的电话,电话
拨打小区物业的电话,电话
拨打快递网点的电话,电话
拨打外卖商家的电话,电话
拨打177开头的联系人电话,电话
拨打176开头的联系人电话,电话
拨打158开头的联系人电话,电话
拨打151开头的联系人电话,电话
拨打小李尾号4455的电话,电话
拨打小周尾号2233的电话,电话
拨打小吴尾号9090的电话,电话
拨打小郑尾号7878的电话,电话
拨打小王尾号5656的电话,电话
拨打小陈尾号3434的电话,电话
拨打小杨尾号1212的电话,电话
拨打小黄尾号9900的电话,电话
拨打小徐尾号7788的电话,电话
拨打小孙尾号5566的电话,电话
查询顺丰的黄页号码,电话
查询美团的黄页电话,电话
查询京东的黄页联系方式,电话
查询移动的黄页号码,电话
查询联通的黄页电话,电话
查询电信的黄页联系方式,电话
查询银行的黄页号码,电话
查询酒店的黄页电话,电话
查询物业的黄页联系方式,电话
查询铁路的黄页号码,电话
帮我打开通讯录看看联系人,电话
调出通讯录查看好友号码,电话
打开通讯录浏览联系人列表,电话
关闭通讯录返回首页,电话
收起通讯录退出查看页面,电话
确认拨打尾号8525的号码,电话
确认拨打152开头的号码,电话
确认拨打张三的联系电话,电话
取消拨打尾号1234的号码,电话
取消拨打138开头的号码,电话
取消拨打李四的手机号,电话
退出电话返回桌面,电话
结束电话操作退出界面,电话
查一下小王的联系号码,电话
查一下小陈的手机号码,电话
查一下小杨的电话号码,电话
查一下小黄的联系方式,电话
查一下小徐的联系电话,电话
查一下小孙的手机号码,电话
查一下小李的电话号码,电话
查一下小周的联系方式,电话
查一下小吴的联系号码,电话
查一下小郑的手机号码,电话
拨打166开头的联系人电话,电话
拨打156开头的联系人电话,电话
拨打153开头的联系人电话,电话
拨打135开头的联系人电话,电话
拨打134开头的联系人电话,电话
给小李拨打177开头的电话,电话
给小周拨打176开头的电话,电话
给小吴拨打158开头的电话,电话
给小郑拨打151开头的电话,电话
给小王拨打166开头的电话,电话
给小陈拨打156开头的电话,电话
给小杨拨打153开头的电话,电话
给小黄拨打135开头的电话,电话
给小徐拨打134开头的电话,电话
给小孙拨打189开头的电话,电话
拨打尾号4455的联系人电话,电话
拨打尾号2233的联系人电话,电话
拨打尾号9090的联系人电话,电话
拨打尾号7878的联系人电话,电话
拨打尾号5656的联系人电话,电话
拨打尾号3434的联系人电话,电话
拨打尾号1212的联系人电话,电话
拨打尾号9900的联系人电话,电话
拨打尾号7788的联系人电话,电话
拨打尾号5566的联系人电话,电话
帮我查询政务服务热线号码,电话
帮我查询消费者投诉号码,电话
帮我查询火警官方号码,电话
帮我查询急救中心号码,电话
帮我查询公安报警号码,电话
打开通讯录查找联系人,电话
关闭通讯录结束查找,电话
确认拨打指定手机号,电话
取消当前的拨号操作,电话
退出电话拨号界面,电话
给闺蜜拨打159开头的电话,电话
给兄弟拨打136开头的电话,电话
给外婆拨打137开头的电话,电话
给外公拨打199开头的电话,电话
给姐姐拨打173开头的电话,电话
给哥哥拨打175开头的电话,电话
给妹妹拨打172开头的电话,电话
给弟弟拨打155开头的电话,电话
拨打外婆尾号6789的电话,电话
拨打外公尾号2345的电话,电话
拨打姐姐尾号1122的电话,电话
拨打哥哥尾号3344的电话,电话
拨打妹妹尾号5566的电话,电话
拨打弟弟尾号7788的电话,电话
查询快递官方黄页电话,电话
查询外卖平台黄页号码,电话
查询出行服务黄页电话,电话
查询金融服务黄页号码,电话
查询生活服务黄页电话,电话
手动打开通讯录页面,电话
手动关闭通讯录页面,电话
确认发起语音通话,电话
取消语音通话拨号,电话
退出手机通话功能,电话
拨打工作联系人电话,电话
拨打生活联系人电话,电话
拨打亲友联系人电话,电话
拨打商务联系人电话,电话
拨打售后服务电话,电话
拨打咨询服务电话,电话
拨打投诉服务电话,电话
拨打救援服务电话,电话
查一下工作伙伴的号码,电话
查一下亲友的联系号码,电话
查一下商务伙伴的手机号,电话
查一下售后客服的电话,电话
查一下咨询热线的号码,电话
拨打187开头的亲友电话,电话
拨打189开头的工作电话,电话
拨打199开头的售后电话,电话
拨打177开头的咨询电话,电话
拨打166开头的商务电话,电话
给工作伙伴拨打187开头电话,电话
给亲友拨打189开头电话,电话
给售后客服拨打199开头电话,电话
给咨询人员拨打177开头电话,电话
给商务客户拨打166开头电话,电话
拨打工作伙伴尾号1234电话,电话
拨打亲友尾号5678电话,电话
拨打售后客服尾号9012电话,电话
拨打咨询人员尾号3456电话,电话
拨打商务客户尾号7890电话,电话
打开通讯录查看全部联系人号码,电话
关闭通讯录清空查看页面,电话
确认拨打商务联系人号码,电话
确认拨打售后服务号码,电话
取消拨打咨询服务号码,电话
取消拨打救援服务号码,电话
退出拨号返回电话主页,电话
结束拨号操作退出页面,电话
查询出行平台黄页号码,电话
查询酒店服务黄页电话,电话
查询物业维修黄页号码,电话
查询家政服务黄页电话,电话
查询教育培训黄页号码,电话
无指定联系人拨打电话,电话
拨打指定的客服黄页号码,电话
拨打指定的快递黄页号码,电话
拨打指定的外卖黄页号码,电话
拨打指定的出行黄页号码,电话
拨打指定的物业黄页号码,电话
拨打13898765432这个号码,电话
拨打15267891234这个号码,电话
拨打18811223344这个号码,电话
拨打13677889900这个号码,电话
拨打17755667788这个号码,电话
拨打16699001122这个号码,电话
拨打15833445566这个号码,电话
拨打15377889900这个号码,电话
拨打13522334455这个号码,电话
拨打13466778899这个号码,电话
拨打王五187开头的手机号,电话
拨打赵六188开头的手机号,电话
拨打孙七159开头的手机号,电话
拨打周八136开头的手机号,电话
拨打吴九137开头的手机号,电话
拨打郑十189开头的手机号,电话
拨打小明199开头的手机号,电话
拨打小红177开头的手机号,电话
拨打老师176开头的手机号,电话
拨打领导158开头的手机号,电话
给王五尾号2345的号码打电话,电话
给赵六尾号6789的号码打电话,电话
给孙七尾号1122的号码打电话,电话
给周八尾号3344的号码打电话,电话
给吴九尾号5566的号码打电话,电话
给郑十尾号7788的号码打电话,电话
给小明尾号9900的号码打电话,电话
给小红尾号1212的号码打电话,电话
给老师尾号3434的号码打电话,电话
给领导尾号5656的号码打电话,电话
查看手机内全部通讯录,电话
打开本地通讯录联系人,电话
关闭本地通讯录界面,电话
退出手机通讯录页面,电话
打开已接电话记录,电话
关闭已接电话记录,电话
查看通话记录列表,电话
关闭通话记录页面,电话
查询小李的手机号码,电话
查询小周的联系号码,电话
查询小吴的电话号码,电话
查询小郑的联系方式,电话
查询小王的联系电话,电话
查询小陈的手机号码,电话
查询小杨的电话号码,电话
查询小黄的联系方式,电话
电信客服号码是多少,电话
联通客服号码是多少,电话
政务热线号码是多少,电话
消费者投诉号码是多少,电话
快递客服号码是多少,电话
外卖客服号码是多少,电话
确认拨打联系人号码,电话
确认拨打黄页服务号码,电话
取消拨打联系人号码,电话
取消拨打黄页服务号码,电话
退出电话拨号功能,电话
关闭全部电话页面,电话
拨打同事尾号6789的电话,电话
拨打同学尾号2345的电话,电话
拨打闺蜜尾号1122的电话,电话
拨打兄弟尾号3344的电话,电话
给同事拨打159开头的电话,电话
给同学拨打136开头的电话,电话
给闺蜜拨打137开头的电话,电话
给兄弟拨打189开头的电话,电话
查询家政服务黄页号码,电话
查询教育培训黄页电话,电话
查询维修服务黄页号码,电话
查询租赁服务黄页电话,电话
查询旅游服务黄页号码,电话
手动确认拨打电话,电话
手动取消拨打电话,电话
手动退出电话界面,电话
拨打商务服务热线,电话
拨打生活服务热线,电话
拨打公共服务热线,电话
拨打民生服务热线,电话
拨打应急服务热线,电话
查一下商务热线号码,电话
查一下生活热线号码,电话
查一下公共热线号码,电话
查一下民生热线号码,电话
查一下应急热线号码,电话
拨打172开头的联系人电话,电话
拨打175开头的联系人电话,电话
拨打155开头的联系人电话,电话
拨打139开头的联系人电话,电话
拨打188开头的联系人电话,电话
给爸爸尾号4455的号码打电话,电话
给妈妈尾号2233的号码打电话,电话
给外婆尾号9090的号码打电话,电话
给外公尾号7878的号码打电话,电话
给姐姐尾号5656的号码打电话,电话
打开通讯录搜索联系人,电话
关闭通讯录取消搜索,电话
确认拨打指定开头号码,电话
确认拨打指定尾号号码,电话
取消拨打指定开头号码,电话
取消拨打指定尾号号码,电话
退出通话返回拨号界面,电话
结束拨号返回通话主页,电话
查询旅游平台黄页电话,电话
查询租赁平台黄页号码,电话
查询维修门店黄页电话,电话
查询教育机构黄页号码,电话
查询家政公司黄页电话,电话
帮我拨打公共服务电话,电话
帮我拨打民生服务电话,电话
帮我拨打应急救援电话,电话
帮我拨打商务咨询电话,电话
帮我拨打生活咨询电话,电话
发起无指定对象通话拨号,电话
拨打指定的酒店黄页号码,电话
拨打指定的铁路黄页号码,电话
拨打指定的航空黄页号码,电话
拨打指定的银行黄页号码,电话
拨打指定的公交黄页号码,电话
拨打19944556677这个号码,电话
拨打17722334455这个号码,电话
拨打16688990011这个号码,电话
拨打15811223344这个号码,电话
拨打15355667788这个号码,电话
拨打13599001122这个号码,电话
拨打13433445566这个号码,电话
拨打小红172开头的电话,电话
拨打老师175开头的电话,电话
拨打领导155开头的电话,电话
拨打同学139开头的电话,电话
拨打闺蜜188开头的电话,电话
给小红尾号4455的号码打电话,电话
给老师尾号2233的号码打电话,电话
给领导尾号9090的号码打电话,电话
给同学尾号7878的号码打电话,电话
给闺蜜尾号5656的号码打电话,电话
查看本地联系人通讯录,电话
打开全部联系人通讯录,电话
关闭全部联系人通讯录,电话
退出本地联系人通讯录,电话
查看最近通话记录,电话
关闭最近通话记录,电话
查询工作联系人号码,电话
查询生活联系人号码,电话
查询亲友联系人号码,电话
查询商务联系人号码,电话
移动客服的号码是多少,电话
顺丰快递的官方号码是多少,电话
美团客服的联系号码是多少,电话
京东售后的电话是多少,电话
物业客服的号码是多少,电话
确认拨打生活服务号码,电话
确认拨打公共服务号码,电话
取消拨打应急服务号码,电话
取消拨打商务咨询号码,电话
退出电话结束所有操作,电话
关闭拨号界面返回主页,电话
拨打小王尾号9090的电话,电话
拨打小陈尾号7878的电话,电话
拨打小杨尾号5656的电话,电话
拨打小黄尾号3434的电话,电话
给小王拨打172开头的电话,电话
给小陈拨打175开头的电话,电话
给小杨拨打155开头的电话,电话
给小黄拨打139开头的电话,电话
查询航空服务黄页号码,电话
查询铁路服务黄页电话,电话
查询公交服务黄页号码,电话
查询酒店服务黄页电话,电话
查询银行服务黄页号码,电话
手动打开未接电话记录,电话
手动关闭未接电话记录,电话
拨打教育培训服务电话,电话
拨打家政维修服务电话,电话
拨打旅游租赁服务电话,电话
拨打公共咨询服务电话,电话
拨打民生投诉服务电话,电话
查一下教育机构号码,电话
查一下家政公司号码,电话
查一下旅游平台号码,电话
查一下租赁平台号码,电话
查一下维修门店号码,电话
拨打151开头的工作电话,电话
拨打134开头的生活电话,电话
拨打135开头的亲友电话,电话
拨打153开头的商务电话,电话
拨打156开头的售后电话,电话
给小徐拨打151开头的电话,电话
给小孙拨打134开头的电话,电话
给小李拨打135开头的电话,电话
给小周拨打153开头的电话,电话
给小吴拨打156开头的电话,电话
拨打小徐尾号1212的电话,电话
拨打小孙尾号9900的电话,电话
拨打小李尾号7788的电话,电话
拨打小周尾号5566的电话,电话
拨打小吴尾号3434的电话,电话
打开通讯录筛选联系人,电话
关闭通讯录取消筛选,电话
确认拨打亲友联系号码,电话
确认拨打工作联系号码,电话
取消拨打商务联系号码,电话
取消拨打售后联系号码,电话
退出拨号清理操作页面,电话
结束通话退出拨号界面,电话
查询民生服务黄页电话,电话
查询公共服务黄页号码,电话
查询应急服务黄页电话,电话
查询商务服务黄页号码,电话
查询生活服务黄页电话,电话
帮我无指定对象拨号,电话
拨打指定的客服服务号码,电话
拨打指定的咨询服务号码,电话
拨打指定的投诉服务号码,电话
拨打指定的救援服务号码,电话
拨打18765432109这个号码,电话
拨打15922334455这个号码,电话
拨打13755667788这个号码,电话
拨打18900112233这个号码,电话
拨打17366778899这个号码,电话
拨打17511223344这个号码,电话
拨打17255667788这个号码,电话
拨打15599001122这个号码,电话
拨打小明175开头的电话,电话
拨打小红172开头的电话,电话
拨打爸爸155开头的电话,电话
拨打妈妈139开头的电话,电话
