input,label
世界之窗怎么走,出行
帮我规划去往市民中心的路线,出行
导航前往野生动物园,出行
规划去往高铁站的路线,出行
导航到加油站,出行
加油站怎么走,出行
找附近的加油站,出行
导航去往最近的充电站,出行
导航到滨海大道附近的万达广场,出行
去福华一路附近的万达广场路线,出行
找深南大道周边的商场,出行
导航到人民路周边的便利店,出行
从金鸡湖到苏州大学怎么走,出行
从小区门口导航到火车站,出行
从家里去往市中心路线,出行
从公司去往机场,出行
去福华一路,出行
导航去深南大道,出行
前往建设东路,出行
导航直达和平路,出行
导航去福田区福华一路与益田路的交叉路口,出行
滨海大道与科苑南路的交叉路口怎么走,出行
去往中山路和解放路交叉口,出行
导航到科技园与深南大道十字路口,出行
我要去南头街道学府路78号,出行
福田区福华一路87号怎么走,出行
导航到北京路95号,出行
前往南山大道206号,出行
不走高速,出行
推荐路线,出行
大路优先,出行
优先选择国道,出行
避开收费路段,出行
优先走快速路,出行
换一条路,出行
重新规划路线,出行
重新选择行车路线,出行
更换当前行驶路线,出行
切换成最快到达的路线,出行
切换成智能推荐的路线,出行
选择时间最短的路线,出行
切换成躲避拥堵的路线,出行
导航到世界之窗，走最快的路线,出行
导航到欢乐海岸，避免拥堵,出行
我要去世界之窗，走沙河路,出行
去往市民中心优先选择快速路,出行
导航到加油站，不走高速,出行
去福华一路，避免拥堵,出行
导航去深南大道，避免拥堵,出行
我要去南头街道学府路78号，走最快的路线,出行
导航回家,出行
我要去公司,出行
开启回家导航,出行
规划前往公司的路线,出行
导航到家庭住址,出行
前往工作单位,出行
定位苏州中心,出行
查找银行位置,出行
寻找加油站,出行
定位充电站,出行
找到停车场位置,出行
定位便利店,出行
深南大道,出行
前往滨海大道,出行
行驶至建设东路,出行
深南大道998号,出行
导航到南山大道206号,出行
导航到附近的万达广场,出行
深南大道附近的万达广场,出行
深南大道附近的加油站,出行
人民路周边的停车场,出行
找一下附近的酒店,出行
搜索诚品书店附近的酒店,出行
找一下肯德基附近的万达广场,出行
搜索公司附近的肯德基,出行
搜索公司附近的银行,出行
查找小区周边的便利店,出行
附近一百米左右的万达广场,出行
附近五百米左右的停车场,出行
三公里范围内的商场,出行
两公里以内的充电站,出行
附近的美食,出行
美食查询,出行
查找周边餐饮,出行
搜寻附近饭店,出行
附近的日本料理,出行
一公里以内的麦当劳,出行
两公里范围内的火锅店,出行
五百米内的面馆,出行
南山区有什么美食,出行
南山区哪里有日本料理,出行
宝安区有哪些餐饮店,出行
福田区有什么特色小吃,出行
深圳有什么美食,出行
深圳哪里有日本料理,出行
广州有哪些特色菜品,出行
上海有什么地方美食,出行
中山路有什么美食,出行
中山路哪里有日本料理,出行
和平路周边有什么饭店,出行
北京路有哪些餐饮店,出行
世界之窗附近有什么美食,出行
世界之窗附近哪里有日本料理,出行
深圳湾周边有什么特色餐饮,出行
科技园附近有哪些饭店,出行
五公里以内有什么美食,出行
五公里以内哪里有日本料理,出行
三公里范围内有火锅店吗,出行
一公里内有面馆吗,出行
世界之窗三公里以内有什么美食,出行
世界之窗三公里以内哪里有日本料理,出行
深圳湾两公里内有什么餐饮店,出行
科技园五百米内有什么小吃,出行
查询附近的酒店,出行
搜索酒店,出行
查询酒店信息,出行
查找周边住宿,出行
查询附近的高端公寓,出行
搜索附近的高端酒店,出行
查找周边高档住宿,出行
搜寻附近星级公寓,出行
搜索附近的如家酒店,出行
查询附近的商务酒店,出行
查找周边快捷旅店,出行
搜寻附近连锁宾馆,出行
查找宝安区的酒店有哪些,出行
搜索姑苏区的酒店有哪些,出行
查询南山区住宿信息,出行
搜寻福田区宾馆列表,出行
搜索南山区的四星级酒店,出行
查找姑苏区的商务酒店,出行
查询宝安区五星级旅店,出行
搜寻罗湖区三星级宾馆,出行
搜索北京的酒店有哪些,出行
搜索上海的酒店有哪些,出行
查询广州住宿旅店清单,出行
搜寻杭州宾馆信息,出行
查找北京的四星级酒店,出行
搜索上海五星级高端酒店,出行
查询广州商务星级旅店,出行
搜寻杭州高端公寓住宿,出行
查找和平路的酒店,出行
搜索中山路的酒店,出行
查询建设东路的宾馆,出行
搜寻南山大道的旅店,出行
搜索和平路的商务酒店,出行
找一下科苑路的快捷酒店,出行
查询北京路星级宾馆,出行
搜寻深南大道连锁旅店,出行
大梅沙附近有什么酒店,出行
深圳湾附近有什么酒店,出行
科技园周边有什么住宿,出行
市民中心附近有什么宾馆,出行
大梅沙附近有什么商务酒店,出行
深圳湾附近有什么五星级酒店,出行
科技园周边有什么快捷旅店,出行
市民中心附近有什么高端公寓,出行
三公里以内有什么酒店,出行
十公里以内有什么酒店,出行
两公里范围内有宾馆吗,出行
五公里内有住宿吗,出行
三公里以内有什么商务酒店,出行
十公里以内有什么快捷酒店,出行
两公里范围内有星级旅店吗,出行
五公里内有连锁宾馆吗,出行
距离大梅沙十公里以内的酒店,出行
距离深圳湾五公里以内的酒店,出行
距离科技园三公里内的公寓,出行
距离市民中心一公里内的旅店,出行
大梅沙十公里以内的商务酒店,出行
深圳湾五公里以内的快捷酒店,出行
科技园三公里内的高端公寓,出行
市民中心一公里内的连锁宾馆,出行
我想要中途去一个地方,出行
中途去一个地方,出行
增加途经点,出行
设置中途停靠点,出行
添加中途经过位置,出行
把深圳北站设为途经地点,出行
设置深圳北站为途经点,出行
将高铁站添加为途经位置,出行
把充电站设为中途停靠点,出行
帮我删掉途经点,出行
删除途经点,出行
取消中途停靠位置,出行
移除已经设置的途经点,出行
把深圳北站这个途经点删掉,出行
将高铁站从途经点列表移除,出行
删掉充电站这个中途停靠点,出行
帮我修改一下途经点,出行
修改途经点,出行
更换中途停靠位置,出行
重新设置途经地点,出行
查询途经点,出行
查看中途停靠位置,出行
浏览整条路线的途经站点,出行
找一下小鹏汽车充电站,出行
找一下深南大道的万达广场,出行
找一下深南大道的加油站,出行
找一下停车场,出行
搜寻沿途便利店,出行
查找路线周边饭店,出行
搜索诚品书店附近的酒店,出行
找一下肯德基的停车场,出行
搜索公司的停车场,出行
查找路线沿途的商场,出行
前方限速吗,出行
当前限速是多少,出行
查看路段限速数值,出行
查询前方道路限速信息,出行
前面怎么走,出行
前面左转吗,出行
查看前方行驶路线,出行
确认下一转弯方向,出行
开始导航,出行
帮我打开导航,出行
启动路线导航,出行
开启行车导航,出行
取消导航,出行
帮我退出导航,出行
结束本次路线导航,出行
关闭行车导航,出行
打开导航播报,出行
开启语音导航播报,出行
启动路况语音提醒,出行
关闭导航播报,出行
关闭语音导航播报,出行
停止路况语音提醒,出行
查看一下全程路线,出行
打开全览模式,出行
浏览整条路线全貌,出行
查看完整行程路径,出行
切换到非路线模式,出行
退出查看全程,出行
关闭路线全览视图,出行
退出整体路线浏览页面,出行
放大地图,出行
放大地图比例尺,出行
放大当前地图视图,出行
放大道路细节画面,出行
缩小地图,出行
缩小地图比例尺,出行
缩小当前地图视图,出行
缩小道路显示范围,出行
切换2D车头向上,出行
把导航视角调成车头朝上,出行
切换地图显示模式,出行
将导航视角设置为车头向上,出行
将导航视角设置为正北向上,出行
切换俯视地图视角,出行
地图简洁播报,出行
开启简洁语音播报,出行
精简导航语音内容,出行
将播报偏好设置为简洁播报,出行
地图详细播报,出行
开启完整语音播报,出行
播报全部路况信息,出行
将播报偏好设置为详细播报,出行
查询路况,出行
打开实时路况,出行
前方堵车吗,出行
显示路况信息,出行
查看道路拥堵状态,出行
未指定地址时查看前方路况,出行
查看当前路段拥堵情况,出行
滨海大道交通情况怎么样,出行
我想看一下深南大道的拥堵情况,出行
查询和平路的实时路况,出行
查看南山大道的车流状态,出行
我想查一下附近的路况,出行
附近哪里不堵,出行
查看周边道路车流,出行
搜寻畅通的行车路线,出行
我想查一下深南大道附近的路况,出行
我想查一下公司附近的路况,出行
我想查一下腾讯大厦附近的路况,出行
我想查一下欢乐谷附近堵不堵,出行
查看家周边道路拥堵,出行
查询工作单位附近车流,出行
回家的路况,出行
去公司堵不堵,出行
查看返程道路拥堵状态,出行
查询通勤路线车流情况,出行
去世界之窗堵不堵,出行
我想查一下深圳地王大厦的路况,出行
查看去往景区的道路车流,出行
查询商圈周边实时路况,出行
查询现在的位置,出行
我们现在在什么地方,出行
定位当前所处位置,出行
查看本机GPS坐标,出行
还有多远能到,出行
帮我查一下到目的地还有多少距离,出行
查看剩余路程长度,出行
查询终点剩余里程,出行
还有多久到,出行
到目的地还要多长时间,出行
查看剩余行驶时长,出行
预估抵达终点的时间,出行
我要上报施工,出行
前方有事故我要上报,出行
上报道路拥堵事件,出行
提交路面故障信息,出行
上报临时交通管制情况,出行
查一下限行情况,出行
查一下深圳的限行情况,出行
查询本市当日限行政策,出行
查看城市交通限行规定,出行
查一下今天的限行信息,出行
查一下端午节的限行情况,出行
查看节假日尾号限行规则,出行
查询假期交通管制内容,出行
查一下北京明天上午八点限行吗,出行
查一下明天上午八点限行吗,出行
查询早高峰限行政策,出行
查看工作日上午限行区域,出行
查一下北京尾号四明天限不限行,出行
查一下明天北京哪些区域限行,出行
查看次日尾号限制内容,出行
查询限行覆盖路段范围,出行
开启导航不输入目的地,出行
直接打开导航等待输入位置,出行
启动导航暂不设置终点,出行
退出当前导航行程,出行
终止正在运行的导航任务,出行
取消已经规划好的路线,出行
导航直接定位市民中心,出行
行车路线去往高铁站,出行
导航前往长途汽车站,出行
导航到洗车店这类地点,出行
路线去往附近的医疗机构,出行
导航到滨海路周边的汽车维修店,出行
前往解放路附近的药店,出行
从家直接导航到高铁站,出行
从商场去往长途汽车站,出行
从公司前往机场航站楼,出行
导航到环城南路,出行
行车路线去往建设大道,出行
导航到和平路与南山大道交叉口,出行
前往科技园和滨海大道十字路口,出行
导航到红荔路35号,出行
行车路线到学府路124号,出行
优先选择收费少的路线,出行
优先选择距离最短的路线,出行
更换成躲避施工的路线,出行
重新规划成时间最优方案,出行
换路线走环城快速路,出行
重新规划避开红绿灯的路线,出行
走距离最短路线去往市民中心,出行
避开拥堵路段导航到高铁站,出行
选择收费最少路线去往汽车站,出行
导航到家优先避开高速,出行
导航到公司选择最短距离路线,出行
导航到滨海路72号选择躲避拥堵,出行
导航到便利店优先走城市主干道,出行
导航到停车场选择距离最短路线,出行
导航到附近的牙科诊所,出行
搜索高铁站周边的酒店,出行
搜寻加油站附近的快餐店,出行
查找小区周边的洗车门店,出行
搜索家附近的汽车维修店,出行
搜寻公司周边的药店,出行
搜索三公里内的汽车充电站,出行
查找一公里内的生鲜超市,出行
搜寻五公里范围内的健身房,出行
搜索万达广场周边的咖啡馆,出行
查找高速口附近的旅馆,出行
搜索饭店周边的停车场,出行
搜寻商场附近的充电桩,出行
搜索高铁站周边的连锁酒店,出行
查找加油站附近的面馆,出行
搜寻医院周边的便利店,出行
搜索常用住址附近的饭店,出行
搜寻工作单位周边的停车场,出行
搜索两公里范围内的菜市场,出行
查找三公里内的母婴门店,出行
搜寻指定路段三公里内的宾馆,出行
搜索十字路口附近的快餐店,出行
搜寻街道交叉口周边的超市,出行
搜索五公里范围内的餐饮门店,出行
查找一公里内的星级酒店,出行
搜寻两公里范围内的快捷旅店,出行
查询川菜馆信息,出行
查找周边火锅店位置,出行
搜寻附近粤菜馆门店,出行
查询周边烧烤店地址,出行
查找本地区面馆信息,出行
搜寻本市饺子馆位置,出行
查询南山区川菜馆信息,出行
查找福田区火锅店地址,出行
搜寻宝安区粤菜馆门店,出行
查询深圳烧烤店分布,出行
查找广州面馆位置,出行
搜寻上海饺子馆门店,出行
查询中山路川菜馆地址,出行
查找和平路火锅店位置,出行
搜寻北京路粤菜馆门店,出行
查询深南大道烧烤店信息,出行
查找南山大道面馆地址,出行
搜寻滨海路饺子馆门店,出行
查询距离两公里内的火锅店,出行
查找三公里范围内的川菜馆,出行
搜寻一公里内的粤菜馆,出行
查询五公里内的烧烤门店,出行
查找距离目的地三公里的面馆,出行
搜寻终点一公里内的饺子馆,出行
查询市民中心三公里内的饭店,出行
查找高铁站两公里内的快餐店,出行
搜寻高速口一公里内的旅馆,出行
增加一个中途落脚点,出行
再加一个途经站点,出行
临时添加中途停靠位置,出行
把充电站设为第二个途经点,出行
将洗车店添加到中途路线,出行
删除其中一个途经位置,出行
清除已经添加的中途站点,出行
把高铁站从途经列表里删除,出行
修改第一个途经点位置,出行
更换中途第一个停靠地点,出行
调整第二个途经站点地址,出行
查看整条路线所有中途点,出行
浏览所有设置好的途经站点,出行
搜寻行车路线沿途的超市,出行
查找行进道路周边的饭店,出行
搜寻前进路段周边的停车场,出行
查找沿途道路附近的充电站,出行
搜寻整条路线周边的酒店,出行
查看前方路段限速数值,出行
确认下一道路限速标准,出行
查看高速路段限速信息,出行
确认城市道路限速数值,出行
查看接下来的行车路线,出行
确认下一道路转向信息,出行
查看整条路线剩余路段,出行
确认后续行驶道路走向,出行
开启全程语音导航,出行
只保留路况提醒播报,出行
只保留转弯语音提示,出行
关闭多余导航语音内容,出行
查看行程总里程,出行
浏览全程预计耗时,出行
查看整条路线途经道路,出行
浏览完整路线途经区域,出行
缩小到城市全局地图,出行
放大到街道详细视图,出行
切换成3D立体地图,出行
把导航视角改成车尾跟随模式,出行
只播报转弯不播报路况,出行
只播报拥堵不播报转向,出行
只播报限速不播报道路名称,出行
只播报收费站不播报红绿灯,出行
查询当前路段堵不堵车,出行
查看前方高速车流情况,出行
查询十字路口实时路况,出行
查看商圈道路拥堵状态,出行
查询家门前道路车流,出行
查看公司门口道路拥堵,出行
查询目的地周边路况,出行
查看终点入口道路车流,出行
查询加油站周边路况,出行
查看停车场入口车流,出行
查询饭店门口道路拥堵,出行
查看酒店门前车流状态,出行
查询当前定位信息,出行
确认自己当前所处位置,出行
查看车辆实时GPS位置,出行
刷新当前定位坐标,出行
查看离终点还有多远,出行
估算剩余里程多少公里,出行
查看还要行驶多少路程,出行
预估多久能够到达终点,出行
计算剩余路段行驶时长,出行
查看路况预估到达时间,出行
上报前方道路交通事故,出行
提交路面临时占道信息,出行
上报道路正在施工维修,出行
提交高速临时封闭信息,出行
查询工作日限行政策,出行
查看周末尾号不限行规定,出行
查询节假日交通限行条例,出行
查看早晚高峰限行区域,出行
查询广州市明天限行尾号,出行
查看上海市后天限行路段,出行
查询天津市早高峰限行车型,出行
查看杭州市限行覆盖区域,出行
查询周一到周五限行尾号,出行
查看上午七点到九点限行规则,出行
查询外地车辆限行规定,出行
查看新能源车辆限行政策,出行
导航去往最近的医疗机构,出行
路线去往附近的药店,出行
导航到洗车店周边的饭店,出行
前往充电站附近的超市,出行
导航到环城南路周边的酒店,出行
行车路线到建设大道附近的快餐店,出行
导航到家附近的充电站,出行
路线到公司周边的停车场,出行
导航到交叉路口附近的便利店,出行
行车路线到街道门牌周边的面馆,出行
优先选择没有红绿灯的路线,出行
优先选择避开收费站的路线,出行
更换路线走城市内环道路,出行
重新规划走城郊快速道路,出行
导航到加油站选择避开拥堵路线,出行
导航到药店优先选择最短距离,出行
导航到洗车店避开施工路段,出行
导航到充电站优先选择大路,出行
搜索便利店附近的酒店,出行
搜寻停车场周边的饭店,出行
搜索充电站附近的咖啡馆,出行
搜寻高速口周边的旅店,出行
搜索常用住址三公里内的超市,出行
搜寻工作单位两公里内的餐饮店,出行
搜索十字路口一公里内的宾馆,出行
搜寻街道交叉口三公里内的火锅店,出行
查询烧烤店所在区域信息,出行
查找饺子馆所在城市信息,出行
搜寻面馆所在道路信息,出行
查询粤菜馆所在门牌地址,出行
查找川菜馆距离当前位置多远,出行
搜寻火锅店三公里范围内门店,出行
查询深南大道沿线的餐饮门店,出行
查找南山大道沿路的酒店,出行
搜寻滨海路沿途的停车场,出行
查询和平路沿路的充电站,出行
查找建设东路沿途的超市,出行
搜寻环城南路沿路的快餐店,出行
查看路线沿途所有限速路段,出行
确认前进道路所有限速数值,出行
查看整条路线所有转弯路口,出行
确认后续所有变道位置,出行
开启精简版导航语音,出行
开启完整版导航语音,出行
关闭地图画面只保留语音,出行
关闭语音播报只保留画面,出行
缩小地图查看整体路线,出行
放大地图查看路口细节,出行
切换成道路正北向上视角,出行
切换成车辆跟随视角,出行
只播报道路拥堵信息,出行
只播报路段限速信息,出行
查询周边所有道路实时车流,出行
查询家附近所有道路拥堵,出行
查询公司周边所有路段路况,出行
查询目的地入口道路车流,出行
查询酒店门前所有道路拥堵,出行
查询饭店周边所有路段车流,出行
查询当前精确地理位置,出行
查看车辆实时定位点位,出行
刷新GPS位置信息,出行
查看终点剩余行驶里程,出行
查看下一服务区还有多远,出行
查看收费站剩余里程,出行
预估到达下一红绿灯时长,出行
预估抵达收费站的时间,出行
上报前方道路临时管制,出行
上报路面有障碍物事件,出行
查询周三本市限行尾号,出行
查询早七点至晚八点限行区域,出行
查询外地机动车限行条例,出行
查询货车限行路段与时间,出行
导航开启不设置终点,出行
直接打开导航等待输入目的地,出行
取消已经规划好的行车路线,出行
退出当前正在执行的导航,出行
导航去往就近的银行网点,出行
行车路线去往就近的菜市场,出行
导航到维修店周边的便利店,出行
路线去往药店附近的停车场,出行
从住宅小区导航到就近医院,出行
从写字楼导航到高铁站,出行
导航到解放路与南山路交叉口,出行
行车路线到和平路与滨海大道十字路口,出行
导航到红荔路67号,出行
路线到学府路156号,出行
优先选择避开红绿灯的行车路线,出行
优先选择距离最短的行车方案,出行
更换路线躲避前方拥堵车流,出行
重新规划路线避开道路施工,出行
导航到诊所优先选择城市主干道,出行
导航到超市优先选择收费最少路线,出行
导航到停车场躲避临时管制路段,出行
导航到充电站选择时间最优路线,出行
搜寻高铁站沿途所有酒店,出行
查找加油站沿路所有快餐店,出行
搜寻医院沿途所有便利店,出行
查找家周边沿路所有饭店,出行
搜寻公司沿路所有停车场,出行
搜寻行车路线沿路所有超市,出行
查找前进道路周边所有母婴店,出行
搜寻行进路段周边所有生鲜门店,出行
搜寻整条路线沿路所有充电桩,出行
查找路线沿途所有洗车门店,出行
查看下一道路限速数值,出行
确认高速匝道限速标准,出行
查看城市快速路限速信息,出行
确认城区道路限速数值,出行
查看接下来两个路口转向,出行
确认后续连续变道路线,出行
查看整条路线所有服务区位置,出行
确认沿途所有收费站点位,出行
开启转弯提醒语音,出行
开启拥堵提醒语音,出行
关闭多余的路况播报,出行
关闭重复的道路提示,出行
查看全程总行驶时长,出行
浏览路线总行驶里程,出行
查看所有途经的主干道,出行
浏览整条路线途经的居民区,出行
放大路口车道细节地图,出行
缩小至全区道路概览,出行
切换成2D平面地图,出行
切换成3D实景地图,出行
只播报高速路况不播报城区道路,出行
只播报城区拥堵不播报高速车流,出行
查询高速路段实时拥堵,出行
查询城区道路车流情况,出行
查询居民区门前道路路况,出行
查询商圈主干道拥堵状态,出行
查询医院入口道路车流,出行
查询高速出入口路况,出行
查询酒店周边所有主干道车流,出行
查询饭店门前所有次干道拥堵,出行
刷新当前车辆GPS位置,出行
确认实时所在道路名称,出行
查看离下一红绿灯剩余距离,出行
查看距离收费站还有几公里,出行
预估到达终点的准确时间,出行
预估抵达服务区的时刻,出行
上报前方道路发生剐蹭事故,出行
上报路面正在占道维修施工,出行
查询周四尾号限行数字,出行
查询下午高峰限行覆盖路段,出行
查询小型客车限行政策,出行
查询大型货车限行区域与时段,出行
导航到就近的生鲜超市,出行
路线去往就近的母婴门店,出行
导航到充电站周边的洗车店,出行
行车路线去往维修店附近的药店,出行
从小区门口导航到就近高速口,出行
从办公楼导航到长途汽车站,出行
导航到环城南路与和平路交叉口,出行
行车路线到建设东路与南山大道十字路口,出行
导航到学府路92号,出行
路线到红荔路138号,出行
优先选择城郊快速路避开城区,出行
优先选择国道避开高速收费,出行
更换路线绕开临时封闭道路,出行
重新规划路线躲避车流高峰,出行
导航到超市避开红绿灯密集路段,出行
导航到菜市场选择距离最短路线,出行
导航到洗车店优先选择大路通行,出行
导航到药店躲避施工封闭路段,出行
搜寻高速口沿途所有旅店,出行
查找高铁站沿路所有咖啡馆,出行
搜寻停车场沿途所有餐饮店,出行
查找充电站沿路所有便利店,出行
搜寻常用住址沿路所有超市,出行
搜寻工作单位沿路所有火锅店,出行
搜寻十字路口沿途所有宾馆,出行
查找街道交叉口沿路所有面馆,出行
查看路线沿途所有测速点位,出行
确认前进道路所有限速拍照位置,出行
查看后续所有连续转弯路口,出行
确认下一道路所有变道指示,出行
开启精简的路况语音提醒,出行
开启完整的道路语音播报,出行
只保留测速提醒关闭多余播报,出行
只保留收费站提醒关闭其他语音,出行
查看路线沿途所有高速出入口,出行
浏览整条路线所有下道路口,出行
放大查看环岛道路细节,出行
缩小查看整条高速路线概览,出行
切换成车头跟随的3D视角,出行
切换成正北向上的2D视角,出行
只播报收费站和测速点信息,出行
只播报红绿灯和转弯信息,出行
查询城郊快速路实时车流,出行
查询国道主干道拥堵情况,出行
查询高速出入口车流状态,出行
查询居民区次干道路况,出行
查询写字楼门前道路拥堵,出行
查询高速服务区入口车流,出行
查询菜市场周边道路拥堵,出行
查询洗车店门前路段车流,出行
再次刷新车辆实时定位,出行
确认当前所在街道名称,出行
查看离终点剩余行驶时间,出行
查看距离下一个服务区里程,出行
预估通过拥堵路段需要多久,出行
预估抵达高速口的时间,出行
上报前方高速临时封闭,出行
上报城区道路临时交通管制,出行
查询周五机动车限行尾号,出行
查询全天限行覆盖的城区范围,出行
查询新能源车辆不限行政策,出行
查询货运车辆早晚高峰限行规则,出行
导航开启后暂不输入目的地,出行
打开导航等待后续设置终点,出行
清除当前已经规划的路线,出行
结束本次行车导航任务,出行
导航去往就近的咖啡馆,出行
路线去往就近的健身房,出行
导航到药店周边的生鲜超市,出行
行车路线去往便利店附近的洗车店,出行
从小区导航到就近的加油站,出行
从公司导航到机场高速入口,出行
导航到南山大道与滨海路交叉口,出行
行车路线到学府路与红荔路十字路口,出行
导航到和平路45号,出行
路线到建设东路77号,出行
优先选择国道通行避开高速收费,出行
优先选择城郊道路避开城区拥堵,出行
更换路线绕开红绿灯密集区域,出行
重新规划路线躲避临时占道施工,出行
导航到健身房优先选择快速路通行,出行
导航到咖啡馆选择时间最优方案,出行
导航到生鲜超市避开车流高峰路段,出行
导航到洗车店优先选择距离最短路线,出行
搜寻高速出入口沿途所有酒店,出行
查找高铁站沿路所有面馆,出行
搜寻医院沿途所有停车场,出行
查找小区沿路所有充电站,出行
搜寻家周边沿路所有超市,出行
搜寻单位沿路所有粤菜馆,出行
