input,label
停止放歌,播控
终止音乐播放,播控
关掉正在播放的歌曲,播控
终止曲目播放,播控
停止播放当前音乐,播控
不要再播放了,播控
停止播放曲子,播控
结束歌曲播放,播控
结束音频播放,播控
把音乐停下来,播控
终止当前播放,播控
停止播放所有曲目,播控
停下正在播放的音乐,播控
结束当前歌曲播放,播控
暂停播放,播控
暂停歌曲,播控
暂停音乐,播控
暂停曲目播放,播控
把音乐暂停一下,播控
暂时停止播放,播控
暂停当前歌曲,播控
暂停正在播放的曲目,播控
暂时停下歌曲,播控
暂停这首曲子,播控
暂停音频播放,播控
先停一下音乐,播控
暂时暂停播放,播控
暂停播放音频,播控
暂停播放当前曲目,播控
临时暂停歌曲播放,播控
重新播放,播控
重新播放当前歌曲,播控
重播这首歌,播控
重播当前曲目,播控
再次播放这首音乐,播控
从头重新播放,播控
把歌曲重新播放一遍,播控
再次播放当前曲子,播控
重新播放音频,播控
重播正在播放的歌曲,播控
从头重播曲目,播控
再次播放刚才的歌曲,播控
重新播放一遍曲目,播控
随机播放,播控
开启随机播放模式,播控
打开随机播放,播控
切换成随机播放,播控
改成随机播放模式,播控
开启歌曲随机播放,播控
打乱顺序播放歌曲,播控
随机播放曲目,播控
开启随机模式,播控
切换播放模式为随机播放,播控
把播放模式改成随机,播控
开启音乐随机播放,播控
打乱歌单顺序播放,播控
随机播放列表歌曲,播控
打开随机模式,播控
开启曲目随机播放,播控
列表循环播放,播控
开启列表循环,播控
打开列表循环模式,播控
切换成列表循环播放,播控
改成列表循环模式,播控
循环播放整个歌单,播控
列表循环播放所有曲目,播控
开启歌单循环播放,播控
把播放模式改为列表循环,播控
开启歌曲列表循环,播控
循环播放整张歌单,播控
开启曲目列表循环,播控
循环播放整个播放列表,播控
打开列表循环模式,播控
单曲循环,播控
开启单曲循环模式,播控
打开单曲循环,播控
切换成单曲循环播放,播控
改成单曲循环模式,播控
一直重复播放这首歌,播控
单曲无限循环,播控
重复播放当前歌曲,播控
循环播放当前曲目,播控
把播放模式改成单曲循环,播控
开启单曲无限循环,播控
反复播放这首歌曲,播控
一直循环播放当前曲子,播控
单曲循环播放音频,播控
顺序播放,播控
开启顺序播放模式,播控
打开顺序播放,播控
切换成顺序播放,播控
改成顺序播放模式,播控
按照顺序播放歌曲,播控
依次播放列表曲目,播控
开启按顺序播放,播控
把播放模式改为顺序播放,播控
从头到尾顺序播放歌单,播控
按先后顺序播放曲目,播控
依次播放整张歌单,播控
开启曲目顺序播放,播控
打开当前的播放列表,播控
打开播放列表,播控
调出当前播放列表,播控
查看当前播放列表,播控
打开正在播放的歌单,播控
调出正在播放的曲目列表,播控
打开当前曲目列表,播控
展开播放列表,播控
显示当前播放列表,播控
把播放列表调出来,播控
打开正在播放的曲目清单,播控
查看正在播放的歌单,播控
调出曲目列表,播控
打开音乐播放列表,播控
调出音乐播放列表,播控
查看音乐播放列表,播控
展开音乐曲目列表,播控
打开歌曲播放清单,播控
调出歌曲列表,播控
查看歌曲播放列表,播控
打开歌单列表,播控
展开音乐歌单,播控
把音乐播放列表调出来,播控
关闭当前的播放列表,播控
收起播放列表,播控
关掉当前播放列表,播控
隐藏正在播放的曲目列表,播控
关闭曲目清单,播控
收起当前歌单,播控
隐藏播放列表界面,播控
关掉曲目列表,播控
收起音乐播放列表,播控
关闭正在打开的歌单,播控
隐藏歌曲清单,播控
收起当前曲目列表,播控
打开收藏列表,播控
打开我的收藏歌单,播控
调出收藏歌曲列表,播控
查看收藏曲目列表,播控
展开收藏列表,播控
打开收藏曲目清单,播控
调出已经收藏的音乐列表,播控
查看收藏的歌曲,播控
打开收藏曲目列表,播控
调出收藏歌单,播控
展开我的收藏清单,播控
关闭播放列表,播控
收起曲目列表,播控
关掉歌单界面,播控
隐藏歌曲播放列表,播控
收起音乐曲目清单,播控
关闭打开的播放清单,播控
隐藏当前曲目清单,播控
把播放列表收起来,播控
收藏音乐或专辑,播控
收藏当前歌曲,播控
把这首歌加入收藏,播控
收藏这首曲目,播控
把当前音乐加入我的收藏,播控
收藏这张专辑,播控
将专辑加入收藏夹,播控
把曲目加入收藏歌单,播控
收藏正在播放的歌曲,播控
将当前歌曲收藏起来,播控
把这首曲子加入收藏,播控
收藏当前播放的专辑,播控
把歌曲加入我的收藏列表,播控
把专辑保存到收藏里,播控
添加歌曲到收藏列表,播控
添加专辑到收藏夹,播控
收藏这首音乐,播控
取消收藏音乐或专辑,播控
取消收藏当前歌曲,播控
把这首歌从收藏里移除,播控
取消收藏这首曲目,播控
把当前音乐移出收藏列表,播控
取消收藏这张专辑,播控
将专辑从收藏夹移除,播控
把曲目从收藏歌单删掉,播控
取消收藏正在播放的歌曲,播控
将当前歌曲移出收藏,播控
把这首曲子取消收藏,播控
取消收藏当前播放的专辑,播控
把歌曲从我的收藏里删掉,播控
把专辑从收藏列表移除,播控
移除收藏列表里的歌曲,播控
从收藏夹删除这张专辑,播控
取消收藏这首音乐,播控
上一首曲目,播控
切换到上一个音乐,播控
播放上一个曲目,播控
往前切换一曲,播控
切到前一首曲目,播控
播放前面那首歌,播控
调到前一曲,播控
换到前一个曲目,播控
播放上一个音频,播控
切歌到前一曲,播控
回到前一个音乐,播控
往前跳转一首歌,播控
往前跳转一曲,播控
切换前一曲曲目,播控
播放前一个曲子,播控
调到上一个曲目,播控
换到上一个音乐,播控
跳转到上一曲,播控
播放上一个曲目,播控
切到前面那首音乐,播控
下一首曲目,播控
切换到下一个音乐,播控
播放下一个曲目,播控
往后切换一曲,播控
切到后一首曲目,播控
播放后面那首歌,播控
调到下一曲,播控
换到下一个曲目,播控
播放下一个音频,播控
切歌到下一曲,播控
跳到下一个音乐,播控
往后跳转一首歌,播控
往后跳转一曲,播控
切换后一曲曲目,播控
播放后一个曲子,播控
调到下一个曲目,播控
换到下一个音乐,播控
跳转到下一曲,播控
播放下一个曲目,播控
切到后面那首音乐,播控
更换正在播放的曲目,播控
切换正在播放的曲子,播控
换一段曲目播放,播控
更换播放的音频,播控
切换当前曲子,播控
换一个音频播放,播控
重新更换播放曲目,播控
切换播放的歌曲,播控
换个曲子继续播放,播控
切换音频曲目,播控
换首音频来播放,播控
继续播放当前曲子,播控
接着播放音频曲目,播控
恢复曲目继续播放,播控
接着播放当前曲子,播控
不要中断继续播放,播控
恢复音频播放,播控
接着播放刚才的曲目,播控
继续播放歌单里的曲子,播控
继续播放这首音频,播控
恢复当前曲目播放,播控
保持曲目继续播放,播控
接着往下播放音频,播控
终止当前曲目播放,播控
停下这首曲子,播控
结束音频曲目播放,播控
停止正在播放的曲子,播控
终止当前音频播放,播控
不要再继续放歌了,播控
停下当前音频,播控
结束这首曲子的播放,播控
停止播放歌单曲目,播控
把这首音频停下来,播控
临时暂停当前曲子,播控
暂停音频曲目,播控
暂时停下这首曲子,播控
先暂停音频播放,播控
临时停下正在播放的曲目,播控
暂停歌单里的歌曲,播控
暂时终止曲目播放,播控
暂停当前这首曲子,播控
临时暂停音频曲目,播控
从头重播当前曲目,播控
再次播放这首音频,播控
重新播放当前曲子,播控
把曲目从头再放一遍,播控
重播正在播放的音频,播控
再次播放刚才的曲目,播控
重新播放这首曲子,播控
再次重播当前音频,播控
开启打乱播放模式,播控
把曲目改成随机播放,播控
开启歌单随机打乱播放,播控
打乱曲目顺序来播放,播控
开启音频随机播放模式,播控
随机打乱歌单播放,播控
打开曲目随机播放模式,播控
把播放模式切换为随机,播控
开启歌单无序播放,播控
整个歌单循环播放,播控
从头到尾循环播放歌单,播控
开启整张曲目列表循环,播控
反复循环播放歌单曲目,播控
把模式改成列表循环,播控
循环播放所有列表曲目,播控
开启歌单顺序循环模式,播控
重复播放整张播放列表,播控
一直重复播放当前曲目,播控
反复循环这首曲子,播控
开启单曲无限重播,播控
把模式切换为单曲循环,播控
不间断重复播放这首歌曲,播控
单曲无限次重播,播控
一直循环当前音频,播控
重复播放正在播放的曲子,播控
按照先后次序播放曲目,播控
从头到尾依次播放歌单,播控
开启按次序播放模式,播控
把播放模式切换为顺序播放,播控
依次逐条播放列表曲目,播控
按顺序逐条播放歌曲,播控
调出曲目播放清单,播控
显示正在播放的曲目清单,播控
展开当前歌曲列表,播控
查看正在播放的曲目清单,播控
打开曲目播放清单,播控
把当前歌单展开显示,播控
调出正在播放的歌曲清单,播控
收起曲目播放清单,播控
隐藏当前歌曲列表,播控
把打开的歌单收起来,播控
关掉曲目清单界面,播控
收起正在打开的播放清单,播控
隐藏曲目播放清单界面,播控
调出收藏的曲目清单,播控
查看我的收藏歌曲清单,播控
展开收藏曲目清单,播控
打开已经收藏的曲目列表,播控
调出收藏音乐清单,播控
收起收藏列表界面,播控
关掉收藏曲目清单,播控
把收藏歌单隐藏起来,播控
将当前曲目加入收藏夹,播控
把正在播放的专辑加入收藏,播控
将这首音频保存到收藏列表,播控
把当前曲子添加进收藏歌单,播控
将播放中的歌曲加入收藏,播控
把这张专辑保存到收藏夹,播控
将曲目保存到我的收藏,播控
从收藏夹移除当前歌曲,播控
把正在播放的专辑取消收藏,播控
将这首音频从收藏列表删除,播控
把当前曲子移出收藏歌单,播控
取消播放中歌曲的收藏状态,播控
将这张专辑从收藏列表移除,播控
把曲目从我的收藏里删掉,播控
向前切歌,播控
向后切歌,播控
切歌向前一首,播控
切歌向后一首,播控
向前切换曲目,播控
向后切换曲目,播控
跳至上一曲,播控
跳至下一曲,播控
音频切上一首,播控
音频切下一首,播控
歌曲切上一曲,播控
歌曲切下一曲,播控
曲目切换上一首,播控
曲目切换下一首,播控
音乐切到前一曲,播控
音乐切到后一曲,播控
继续播放音频曲目,播控
恢复歌曲播放状态,播控
暂停音频曲目播放,播控
终止歌曲播放进程,播控
重播当前音频曲目,播控
打乱歌单无序播放,播控
整份歌单循环播放,播控
单曲无限次循环播放,播控
逐条顺序播放歌单,播控
打开正在播放的曲目列表,播控
关闭正在显示的曲目列表,播控
打开我的收藏歌曲列表,播控
收起我的收藏曲目列表,播控
添加当前歌曲到收藏,播控
移除当前歌曲的收藏状态,播控
添加当前专辑到收藏列表,播控
取消当前专辑的收藏状态,播控
播放上一个音频,播控
播放下一个音频,播控
切换播放的音频文件,播控
恢复暂停的歌曲播放,播控
临时中止歌曲播放,播控
反复重播当前音频,播控
无序播放全部曲目,播控
循环遍历整个播放列表,播控
不间断重复播放单首歌曲,播控
依照次序逐条播放歌曲,播控
展开当前播放的曲目清单,播控
收起当前展开的歌单,播控
打开收藏的音乐清单,播控
关闭收藏音乐清单界面,播控
把当前歌曲加入收藏清单,播控
把当前专辑移出收藏清单,播控
往前切换播放的歌曲,播控
往后切换播放的歌曲,播控
切换播放次序为随机模式,播控
切换播放次序为列表循环,播控
切换播放次序为单曲循环,播控
切换播放次序为顺序播放,播控
调出正在播放的全部曲目,播控
隐藏当前展示的播放曲目,播控
打开已经保存的收藏曲目,播控
收起收藏的音乐条目,播控
把这首歌曲保存进收藏,播控
把这张专辑移出收藏列表,播控
回到前一首音乐曲目,播控
跳转到后一首音乐曲目,播控
更换正在播放的音乐条目,播控
继续播放暂停后的歌曲,播控
临时中止正在播放的音乐,播控
重新从头播放这首歌曲,播控
开启随机无序播放模式,播控
开启整张歌单循环模式,播控
开启单曲不间断循环模式,播控
开启逐条顺序播放模式,播控
展示当前播放列表内容,播控
隐藏播放列表的内容,播控
展示收藏列表里面的歌曲,播控
收起收藏列表页面,播控
收藏正在播放的音乐条目,播控
取消这条音乐的收藏记录,播控
收藏当前整张音乐专辑,播控
取消这张专辑的收藏记录,播控
向前跳转曲目,播控
向后跳转曲目,播控
更换播放曲目,播控
继续恢复播放,播控
临时停止播放,播控
重新从头播放,播控
开启无序播放,播控
开启列表循环,播控
开启单曲循环,播控
开启顺序播放,播控
打开播放清单,播控
关闭播放清单,播控
打开收藏清单,播控
关闭收藏清单,播控
收藏当前曲目,播控
取消收藏曲目,播控
收藏当前专辑,播控
取消收藏专辑,播控
切换至上一曲目,播控
切换至下一曲目,播控
更换当前播放曲目,播控
恢复音乐播放操作,播控
暂停当前音乐播放,播控
重播当前播放曲目,播控
打乱歌单随机播放,播控
循环整张播放列表,播控
单曲持续循环播放,播控
按顺序播放列表曲目,播控
调出播放清单内容,播控
收起播放清单页面,播控
打开收藏歌曲清单,播控
关闭收藏歌曲清单,播控
把歌曲加入收藏条目,播控
把专辑移出收藏条目,播控
切歌向前跳转,播控
切歌向后跳转,播控
更换正在播放的曲子,播控
继续播放暂停的音频,播控
暂停正在播放的曲子,播控
从头再次播放音频,播控
开启歌单随机模式,播控
开启列表循环模式,播控
开启单曲循环模式,播控
开启顺序播放模式,播控
显示播放列表内容,播控
隐藏播放列表页面,播控
打开收藏曲目页面,播控
关闭收藏曲目页面,播控
将歌曲加入收藏列表,播控
将专辑移出收藏列表,播控
播放前一个曲目,播控
播放后一个曲目,播控
切换播放的曲子,播控
继续播放音频内容,播控
暂停音频内容播放,播控
重播整条音频曲目,播控
无序播放歌单曲目,播控
循环遍历播放列表,播控
单曲循环播放音频,播控
逐条顺序播放曲目,播控
展开播放列表页面,播控
收起播放列表页面,播控
打开收藏音乐页面,播控
关闭收藏音乐页面,播控
新增歌曲到收藏夹,播控
删除专辑收藏记录,播控
往前切换歌曲条目,播控
往后切换歌曲条目,播控
切换正在播放的音频文件,播控
恢复暂停的音频播放,播控
中止当前音频播放,播控
再次从头播放音频文件,播控
把播放模式改成随机无序,播控
把播放模式改成列表循环,播控
把播放模式改成单曲循环,播控
把播放模式改成顺序播放,播控
打开当前歌曲播放清单,播控
关闭当前歌曲播放清单,播控
打开收藏的音乐条目列表,播控
关闭收藏条目列表页面,播控
把正在播放的歌曲加入收藏夹,播控
把正在播放的专辑从收藏夹移除,播控
上一个电影,播控
下一个电视剧,播控
换一个电影,播控
继续播放视频,播控
视频播放停止,播控
暂停播放视频,播控
重新播放这部电影,播控
切换上一个电影,播控
切换下一个电视剧,播控
继续播放视频,播控
视频停止,播控
暂停视频,播控
重新播放这部电影,播控
上一个广播,播控
下一个广播,播控
换一个广播,播控
继续播放广播电台,播控
广播电台播放停止,播控
打开广播收藏列表,播控
关闭广播收藏列表,播控
收藏这个广播,播控
取消收藏这个广播,播控
继续播放小品,播控
小品播放停止,播控
暂停播放小品,播控
小品1.5倍速播放,播控
订阅这个小品,播控
取消订阅这个小品,播控
收藏这个小品,播控
取消收藏这个小品,播控
订阅正在播放的相声,播控
取消订阅正在播放的相声,播控
收藏正在播放的相声,播控
取消收藏正在播放的相声,播控
重复播放这相声,播控
随机播放相声,播控
重新播放这相声,播控
快进播放这个相声,播控
快进十五秒,播控
快进到第十分钟,播控
快退播放这个相声,播控
快退十五秒,播控
快退到第十分钟,播控
订阅这个网络电台,播控
取消订阅这个网络电台,播控
收藏这个网络电台,播控
取消收藏这个网络电台,播控
快进播放这个网络电台,播控
快进十五秒,播控
快进到第十分钟,播控
快退播放这个网络电台,播控
快退十五秒,播控
快退到第十分钟,播控
播放上一部电影,播控
播放下一部电视剧,播控
切换一部新电影,播控
恢复视频播放,播控
停止播放视频,播控
暂停当前视频,播控
重播当前电影,播控
切回上一部电影,播控
切换下一部电视剧,播控
恢复视频播放,播控
关闭视频播放,播控
暂停正在播放的视频,播控
再次播放这部电影,播控
播放上一个电台广播,播控
播放下一个电台广播,播控
更换当前广播,播控
恢复广播电台播放,播控
停止广播电台播放,播控
查看广播收藏列表,播控
隐藏广播收藏列表,播控
将当前广播加入收藏,播控
移除当前广播收藏,播控
恢复小品播放,播控
停止播放小品,播控
暂停当前小品,播控
开启小品一点五倍速,播控
关注这个小品账号,播控
取消关注这个小品,播控
把这个小品收藏起来,播控
取消该小品的收藏,播控
关注正在播放的相声,播控
取消关注当前相声,播控
收藏正在播放的相声节目,播控
取消相声节目收藏,播控
循环播放这段相声,播控
打乱相声播放顺序,播控
重播当前播放的相声,播控
向前快进这段相声,播控
视频快进十五秒钟,播控
进度跳转到第十分钟,播控
向后快退这段相声,播控
回放十五秒内容,播控
回退到第十分钟位置,播控
关注这个网络电台,播控
取消关注该网络电台,播控
收藏当前网络电台,播控
取消网络电台收藏,播控
向前快进网络电台节目,播控
电台节目快进十五秒,播控
电台进度跳到第十分钟,播控
向后快退网络电台内容,播控
上一部电视剧,播控
下一部电影,播控
换一个电视剧,播控
重启视频播放,播控
终止视频播放,播控
临时暂停视频,播控
重新播放这部电视剧,播控
切换上一个电视剧,播控
切换下一个电影,播控
继续播放影视视频,播控
影视视频停止播放,播控
暂停影视视频,播控
重播当前电视剧,播控
上一个网络广播,播控
下一个网络广播,播控
更换电台广播,播控
重启广播播放,播控
终止广播播放,播控
调出广播收藏列表,播控
收起广播收藏列表,播控
收藏当前播放广播,播控
取消当前广播收藏,播控
终止小品播放,播控
临时暂停小品播放,播控
小品一点五倍速播放,播控
订阅当前播放小品,播控
取消订阅当前小品,播控
收藏正在播放的小品,播控
取消正在播放小品收藏,播控
订阅当前相声节目,播控
取消订阅当前相声节目,播控
收藏当前相声节目,播控
取消当前相声节目收藏,播控
循环播放当前相声,播控
相声随机播放模式,播控
再次播放这段相声,播控
相声视频快进,播控
快进十五秒视频内容,播控
跳转到视频第十分钟,播控
相声视频快退,播控
快退十五秒视频内容,播控
回跳到视频第十分钟,播控
订阅当前网络电台,播控
取消订阅当前网络电台,播控
收藏当前播放网络电台,播控
取消当前网络电台收藏,播控
播放往期电影,播控
播放下期电视剧,播控
更换播放的电影,播控
接续播放视频,播控
关停视频播放,播控
定格暂停视频,播控
回放这部电影,播控
切换上一部影视剧,播控
切换下一部影视剧,播控
接续播放影视内容,播控
回放这部电视剧,播控
切换新的广播,播控
接续播放广播,播控
打开我的广播收藏,播控
关闭我的广播收藏,播控
删除当前广播收藏,播控
接续播放小品节目,播控
关停小品播放,播控
调整小品为一点五倍速,播控
关注小品节目账号,播控
取消小品账号关注,播控
保存这个小品到收藏,播控
删除该小品收藏记录,播控
关注正在播放的相声节目,播控
取消相声节目关注,播控
保存相声节目到收藏,播控
删除相声节目收藏,播控
单曲循环这段相声,播控
相声列表随机播放,播控
重新加载播放这段相声,播控
向前拖动相声进度,播控
进度前进十五秒,播控
定位到视频第十分钟处,播控
向后拖动相声进度,播控
进度后退十五秒,播控
回溯到视频第十分钟处,播控
关注该网络电台账号,播控
取消网络电台账号关注,播控
保存网络电台到收藏,播控
删除网络电台收藏记录,播控
向前拖动电台进度,播控
电台进度前进十五秒,播控
电台定位到第十分钟,播控
向后拖动电台进度,播控
电台进度后退十五秒,播控
电台回溯到第十分钟,播控
回看上个电影,播控
观看下个电视剧,播控
恢复暂停的视频,播控
结束视频播放,播控
暂时停止视频播放,播控
从头播放这部电影,播控
切换播放上一部影片,播控
切换播放下一部剧集,播控
恢复暂停的影视视频,播控
结束影视视频播放,播控
从头播放这部电视剧,播控
收听上个广播,播控
收听下个广播,播控
更换收听的广播,播控
恢复暂停的广播,播控
结束广播电台播放,播控
展示广播收藏列表,播控
隐藏广播收藏页面,播控
解除当前广播收藏,播控
恢复暂停的小品,播控
结束小品节目播放,播控
暂时暂停小品画面,播控
小品播放提速一点五倍,播控
订阅小品更新推送,播控
关闭小品更新订阅,播控
订阅相声节目更新,播控
取消相声节目更新订阅,播控
清除相声收藏记录,播控
反复播放这段相声,播控
无序播放所有相声,播控
从头重播这段相声,播控
相声播放进度快进,播控
快速前进十五秒画面,播控
精准跳转到第十分钟,播控
相声播放进度快退,播控
快速后退十五秒画面,播控
精准回退到第十分钟,播控
网络电台播放提速一点五倍,播控
订阅网络电台更新,播控
永久收藏该网络电台,播控
清除网络电台收藏,播控
网络电台进度向前快进,播控
电台画面快进十五秒,播控
电台精准跳转十分钟,播控
切换上一个影视剧,播控
切换下一个影视剧,播控
更换播放的电视剧,播控
继续播放暂停的视频,播控
停止当前视频播放,播控
暂停正在加载的视频,播控
重新播放当前影视剧,播控
切回上一个播放影片,播控
切换下一个播放剧集,播控
接续播放暂停影视,播控
终止当前影视播放,播控
定格当前视频画面,播控
重播当前播放剧集,播控
切换上一个电台,播控
切换下一个电台,播控
更换电台播放内容,播控
重启暂停的广播,播控
关停电台播放节目,播控
查看我的广播收藏清单,播控
收起我的广播收藏页面,播控
添加当前广播到收藏夹,播控
移除收藏夹内的广播,播控
重启暂停的小品节目,播控
关停小品播放节目,播控
定格小品播放画面,播控
开启小品倍速播放一点五倍,播控
关注小品栏目账号,播控
取消小品栏目关注,播控
将小品加入收藏夹,播控
将小品移出收藏夹,播控
关注相声栏目账号,播控
取消相声栏目关注,播控
将相声加入收藏夹,播控
将相声移出收藏夹,播控
循环单曲相声播放,播控
相声全集随机播放,播控
时间快进十五秒,播控
播放进度跳到十分钟,播控
向后回撤相声进度,播控
时间回退十五秒,播控
播放进度回到十分钟,播控
网络电台开启倍速一点五倍,播控
关注网络电台栏目,播控
取消网络电台栏目关注,播控
将网络电台加入收藏,播控
将网络电台移出收藏,播控
看上一部电影,播控
看下一部电视剧,播控
换一部电影观看,播控
继续放视频,播控
关掉视频播放,播控
停一下视频,播控
重放这部电影,播控
换回上一个电影,播控
换下一个电视剧,播控
接着播放视频,播控
视频关掉,播控
视频暂停一下,播控
重新放这部电影,播控
听上一个广播,播控
听下一个广播,播控
换个广播听,播控
接着播放广播,播控
关掉广播播放,播控
打开我的广播收藏,播控
关闭我的广播收藏,播控
收藏正在听的广播,播控
取消广播收藏,播控
接着放小品,播控
关掉小品播放,播控
小品暂停一下,播控
小品开一点五倍速,播控
关注这个小品,播控
取消小品订阅,播控
收藏这个小品节目,播控
取消小品收藏,播控
订阅当前相声,播控
取消当前相声订阅,播控
收藏当前相声,播控
取消相声收藏,播控
一直播放这段相声,播控
随便播放相声,播控
重放这段相声,播控
相声往前快进,播控
快进十五秒钟,播控
跳到第十分钟播放,播控
相声往后快退,播控
后退十五秒钟,播控
退到第十分钟播放,播控
订阅这个电台,播控
取消电台订阅,播控
收藏这个电台,播控
取消电台收藏,播控
电台往前快进,播控
电台快进十五秒,播控
电台跳到第十分钟,播控
电台往后快退,播控
电台后退十五秒,播控
电台退到第十分钟,播控
播放上一集电视剧,播控
播放下一集电影,播控
换一集电视剧,播控
恢复视频播放进度,播控
结束当前视频,播控
短暂暂停视频,播控
从头重播电视剧,播控
切换上一集剧集,播控
切换下一集影片,播控
接续影视播放,播控
关闭影视播放界面,播控
暂停影视画面,播控
重播影视剧集,播控
切换往期广播,播控
切换下期广播,播控
刷新广播播放内容,播控
恢复广播播放进度,播控
关闭电台播放,播控
调取广播收藏列表,播控
收起广播收藏界面,播控
新增广播收藏,播控
删除广播收藏,播控
恢复小品播放进度,播控
关闭小品播放界面,播控
短暂暂停小品画面,播控
小品播放加速一点五倍,播控
订阅小品节目更新,播控
关闭小品节目订阅,播控
添加小品节目收藏,播控
移除小品节目收藏,播控
添加相声节目订阅,播控
移除相声节目订阅,播控
添加相声节目收藏,播控
移除相声节目收藏,播控
循环播放相声单曲,播控
随机点播相声节目,播控
重新加载相声播放,播控
相声播放进度前移,播控
进度前移十五秒,播控
播放点位跳转十分钟,播控
相声播放进度后移,播控
进度后移十五秒,播控
播放点位回退十分钟,播控
网络电台播放加速一点五倍,播控
添加网络电台订阅,播控
移除网络电台订阅,播控
添加网络电台收藏,播控
移除网络电台收藏,播控
打开广播收藏页面,播控
关闭广播收藏页面,播控
关注小品内容更新,播控
取消小品内容关注,播控
标记收藏当前小品,播控
取消小品标记收藏,播控
关注相声内容更新,播控
取消相声内容关注,播控
标记收藏当前相声,播控
取消相声标记收藏,播控
重复循环相声播放,播控
无序点播相声内容,播控
快速前进十五秒时长,播控
精准跳转十分钟时长,播控
快速后退十五秒时长,播控
精准回溯十分钟时长,播控
网络电台启用一点五倍速,播控
关注网络电台更新,播控
取消网络电台关注,播控
标记收藏当前电台,播控
取消电台标记收藏,播控
电台内容向前快进,播控
电台前进十五秒时长,播控
电台跳转十分钟时长,播控
电台内容向后快退,播控
电台后退十五秒时长,播控
电台回溯十分钟时长,播控
切换播放上一部影视,播控
切换播放下一部影视,播控
切换播放上一电台,播控
切换播放下一电台,播控
恢复电台播放状态,播控
恢复小品播放状态,播控
